arbre_code,arbre_libelle_fr,noeud_code,parent_code,profondeur,libelle_fr,libelle_ar,provenance,statut,source
2BAC-SVT-SVT,SVT — 2e Bac Sciences de la Vie et de la Terre,2BAC-SVT-VARIATION,,0,La variation et la génétique des populations,التغير ووراثة الساكنة,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-2eme-bac-sciences-de-la-vie-et-de-la-terre-biof
2BAC-SVT-SVT,SVT — 2e Bac Sciences de la Vie et de la Terre,2BAC-SVT-BIOMETRIE,2BAC-SVT-VARIATION,1,Étude quantitative de la variation — la biométrie,الدراسة الكمية للتغير: القياس الحيوي,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-2eme-bac-sciences-de-la-vie-et-de-la-terre-biof
2BAC-SVT-SVT,SVT — 2e Bac Sciences de la Vie et de la Terre,2BAC-SVT-POPULATIONS,2BAC-SVT-VARIATION,1,Génétique des populations,وراثة الساكنة,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-2eme-bac-sciences-de-la-vie-et-de-la-terre-biof
2BAC-SVT-SVT,SVT — 2e Bac Sciences de la Vie et de la Terre,2BAC-SVT-TECTONIQUE,,0,Les phénomènes géologiques et la tectonique des plaques,الظواهر الجيولوجية وتكتونية الصفائح,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-2eme-bac-sciences-de-la-vie-et-de-la-terre-biof
2BAC-SVT-SVT,SVT — 2e Bac Sciences de la Vie et de la Terre,2BAC-SVT-CHAINES,2BAC-SVT-TECTONIQUE,1,Les chaînes de montagnes récentes,السلاسل الجبلية الحديثة,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-2eme-bac-sciences-de-la-vie-et-de-la-terre-biof
2BAC-SVT-SVT,SVT — 2e Bac Sciences de la Vie et de la Terre,2BAC-SVT-METAMORPHISME,2BAC-SVT-TECTONIQUE,1,Le métamorphisme,التحول,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-2eme-bac-sciences-de-la-vie-et-de-la-terre-biof
2BAC-SVT-SVT,SVT — 2e Bac Sciences de la Vie et de la Terre,2BAC-SVT-GRANITISATION,2BAC-SVT-TECTONIQUE,1,La granitisation,التـگرنت,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-2eme-bac-sciences-de-la-vie-et-de-la-terre-biof
2BAC-SVT-SVT,SVT — 2e Bac Sciences de la Vie et de la Terre,2BAC-SVT-IMMUNO,,0,L'immunologie,علم المناعة,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-2eme-bac-sciences-de-la-vie-et-de-la-terre-biof
2BAC-SVT-SVT,SVT — 2e Bac Sciences de la Vie et de la Terre,2BAC-SVT-SOI,2BAC-SVT-IMMUNO,1,Notions du soi et du non soi,مفهوم الذات واللاذات,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-2eme-bac-sciences-de-la-vie-et-de-la-terre-biof
2BAC-SVT-SVT,SVT — 2e Bac Sciences de la Vie et de la Terre,2BAC-SVT-DEFENSE,2BAC-SVT-IMMUNO,1,Moyens de défense du soi,وسائل الدفاع عن الذات,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-2eme-bac-sciences-de-la-vie-et-de-la-terre-biof
2BAC-SVT-SVT,SVT — 2e Bac Sciences de la Vie et de la Terre,2BAC-SVT-DYSFONCTION,2BAC-SVT-IMMUNO,1,Dysfonctionnements du système immunitaire,اختلالات الجهاز المناعتي,propose,a_confirmer,alloschool.com/course/sciences-de-la-vie-et-de-la-terre-svt-2eme-bac-sciences-de-la-vie-et-de-la-terre-biof
